ID,text
367,"Freshman Computer Science/Computer Engineering  At least two internship experiences Java, Python, C.C.. Data Analyst internship No preference United Kingdom  Manufacturing Tableau, Power BI, Excel, Apache Kafka, Airflow, Azure, Databricks, SPSS, D3.js  NumPy, Pandas, SciPy, Scikit.learn, PyTorch, Tensorflow "
368,"Junior Statistics & Data Science  At least two internship experiences Python, R, SQL Data Engineer internship In person United States North Carolina Healthcare Hadoop, AWS (Amazon Web Services), SAS, Hive Natural Language Processing NumPy, Pandas, Scikit.learn "
369,"Junior Economics/Economics & Accounting, Statistics & Data Science  At least two internship experiences Python, R, SQL, SAS Data Engineer internship No preference United States Illinois Tech Hadoop, Apache Kafka, Airflow, SAS, SPSS, Jupyter Notebook, D3.js, Alteryx, BigQuery Machine Learning NumPy "
370,"Sophomore Computer Science/Computer Engineering  At least one internship experience Java, Python, R, SQL, C.C.., SAS Data Analyst internship No preference Germany  Manufacturing Hadoop, Spark, AWS (Amazon Web Services), GCP (Google Cloud Platform), Jupyter Notebook, RapidMiner, Alteryx, BigQuery Data Visualization, Natural Language Processing NumPy "
371,"Junior Statistics & Data Science  No internship experience Java, Python, R, SQL, C.C.. Data Scientist internship No preference United States California Tech Tableau, Hadoop, Apache Kafka, Databricks, SPSS, BigQuery, Snowflake Data Visualization, Machine Learning, Deep Learning NumPy, Pandas "
372,"Junior Statistics & Data Science, Communication   No internship experience Python, SAS Data Analyst internship Remote United Kingdom  Tech Tableau, AWS (Amazon Web Services), GCP (Google Cloud Platform), SAS, Jupyter Notebook, D3.js, Alteryx, BigQuery Predictive Analytics, Data Wrangling NumPy, Pandas "
373,"Junior Economics/Economics & Accounting, Statistics & Data Science  At least two internship experiences Python, R, SQL, C.C.., SAS Data Scientist internship In person United States Florida Retail Azure, Databricks, Jupyter Notebook, D3.js, RapidMiner, BigQuery, Hive   "
374,"Junior Statistics & Data Science Math At least two internship experiences Python, R, SAS Data Analyst internship In person United States California Healthcare Tableau, Excel, Hadoop, Apache Kafka, Airflow, GCP (Google Cloud Platform), Databricks, D3.js, BigQuery, Hive Data Visualization, Deep Learning NumPy, Pandas "
375,"Senior Statistics & Data Science Technology management  Advanced internship experience Python, R, SQL, C.C.. Data Engineer full time In person United States Texas Tech Power BI, Spark, Apache Kafka, D3.js, RapidMiner Data Visualization, Predictive Analytics, Data Wrangling NumPy, Pandas "
376,"Junior Computer Science/Computer Engineering  No internship experience Java, Python, R, SQL, C.C.., SAS Data Scientist internship In person United States Ohio Education Power BI, Spark, GCP (Google Cloud Platform), Azure, Jupyter Notebook, Alteryx Data Visualization, Natural Language Processing, Predictive Analytics NumPy, Pandas, SciPy, Scikit.learn, Tensorflow "
377,"Senior Statistics & Data Science  At least two internship experiences Python, R, SQL, SAS Data Analyst full time Remote Canada  Tech Tableau, Power BI, Excel, Apache Kafka, Azure, SPSS, Alteryx, BigQuery, Snowflake Deep Learning NumPy, Pandas, Scikit.learn "
378,"Sophomore Statistics & Data Science  At least two internship experiences Java, Python, R, SQL, SAS Data Analyst internship In person United States Texas Healthcare Hadoop, GCP (Google Cloud Platform), D3.js, Alteryx, BigQuery Machine Learning, Deep Learning, Predictive Analytics, Data Wrangling NumPy, Pandas "
379,"Senior Statistics & Data Science  At least one internship experience Python, R, SQL, SAS Data Analyst full time No preference United States Florida Tech Tableau, Spark, Airflow, Alteryx, BigQuery Deep Learning  "
380,"Senior Statistics & Data Science  No internship experience Java, Python, R, SQL Data Engineer full time Remote United States Pennsylvania Tech Hadoop, Apache Kafka, AWS (Amazon Web Services), Jupyter Notebook, BigQuery, Hive Machine Learning, Data Wrangling NumPy, Pandas, SciPy, PyTorch "
381,"Sophomore Biology  No internship experience Java, Python, R, C.C.., SAS Data Engineer internship In person United States Ohio Finance Power BI, Excel, Hadoop, Airflow, Jupyter Notebook Predictive Analytics  "
382,"Freshman Statistics & Data Science  No internship experience Java, Python, SQL, C.C.., SAS Data Scientist internship No preference United States Illinois Tech Apache Kafka, GCP (Google Cloud Platform), SPSS, D3.js, RapidMiner, Alteryx Machine Learning, Natural Language Processing, Predictive Analytics, Data Wrangling NumPy, Scikit.learn, PyTorch "
383,"Sophomore Mathematics/Applied Mathematics, Statistics & Data Science none At least two internship experiences Python, R, SQL, C.C.., SAS Data Analyst internship In person Canada  Education Excel, Spark, Apache Kafka, Airflow, GCP (Google Cloud Platform), Azure, Jupyter Notebook, RapidMiner, Snowflake Machine Learning, Natural Language Processing NumPy, Scikit.learn, Tensorflow "
384,"Junior Geophysics  At least one internship experience Python Data Analyst internship No preference United States New York Tech Tableau, Excel, SAS, Jupyter Notebook, RapidMiner, Alteryx, BigQuery, Snowflake Machine Learning  "
385,"Senior Mathematics/Applied Mathematics, Statistics & Data Science  No internship experience Python, R, SQL, C.C.. Data Analyst full time Remote Canada  Tech Power BI, Hadoop, Spark, D3.js, Alteryx, BigQuery Predictive Analytics NumPy "
386,"Freshman Statistics & Data Science  No internship experience SAS Data Scientist internship No preference United States Michigan Tech SPSS, D3.js, BigQuery, Hive Data Visualization  "
387,"Graduate Statistics & Data Science  No internship experience Python, C.C.. Data Engineer full time No preference United States Florida Tech Hadoop, Airflow, Azure Predictive Analytics NumPy, Pandas, Scikit.learn, PyTorch, Tensorflow "
388,"Sophomore Financial Math & Statistics  At least one internship experience Java, C.C.. Data Analyst internship Remote United States Georgia Education Power BI, Airflow, Databricks, Hive Predictive Analytics  "
389,"Sophomore Statistics & Data Science  At least one internship experience Python, R, SQL, SAS Data Engineer internship In person United States Illinois Tech Excel, Hadoop, AWS (Amazon Web Services), BigQuery, Snowflake Natural Language Processing, Predictive Analytics  "
390,"Junior Statistics & Data Science  At least one internship experience Python, R, SQL, SAS Data Scientist internship Remote United States Texas Tech RapidMiner, Hive Data Visualization, Machine Learning, Deep Learning NumPy, Pandas, Scikit.learn "
391,"Junior Statistics & Data Science, Physics  No internship experience Java, Python, C.C.. Data Scientist internship No preference United States North Carolina Tech Excel, Spark, Apache Kafka, Airflow, AWS (Amazon Web Services), Databricks, Alteryx, BigQuery Data Visualization, Deep Learning, Predictive Analytics NumPy, Pandas, PyTorch "
392,"Sophomore Computer Science/Computer Engineering, Statistics & Data Science  At least two internship experiences Java, Python, R, SQL, C.C.., SAS Data Engineer internship Remote United States Michigan Tech Tableau, AWS (Amazon Web Services), Alteryx, BigQuery, Hive  NumPy, Pandas "
393,"Junior Financial Math & Statistics Professional Writing Minor: science communication At least two internship experiences Java, Python, R, SQL, SAS Data Analyst internship No preference United States Georgia Tech Jupyter Notebook, RapidMiner, Alteryx, Hive Machine Learning, Deep Learning, Data Wrangling  "
394,"Junior Statistics & Data Science  No internship experience Java, Python, R, SQL Data Analyst internship In person Canada  Tech Tableau, Power BI, Airflow, SAS, Alteryx, BigQuery Machine Learning, Natural Language Processing NumPy, Pandas, Scikit.learn "
395,"Sophomore Mathematics/Applied Mathematics  No internship experience Python, SQL, C.C.. Data Engineer internship No preference United States North Carolina Tech Tableau, Excel, GCP (Google Cloud Platform), Databricks, SAS, SPSS Data Visualization NumPy, SciPy "
396,"Senior Financial Math & Statistics  At least two internship experiences Python, R, SQL Data Scientist full time No preference Germany  Tech Power BI, Excel, Apache Kafka, Hive Data Visualization, Predictive Analytics, Data Wrangling NumPy, Pandas, SciPy "
397,"Freshman Financial Math & Statistics  No internship experience Java, Python Data Engineer internship Remote Canada  Tech Hadoop, Airflow, GCP (Google Cloud Platform), SAS, SPSS, RapidMiner Natural Language Processing, Data Wrangling Pandas "
398,"Senior Economics/Economics & Accounting, Statistics & Data Science  At least two internship experiences Java, Python, R, SQL, SAS Data Analyst full time Remote United States California Tech Power BI, Apache Kafka, AWS (Amazon Web Services), GCP (Google Cloud Platform), Azure, SPSS, Hive Deep Learning, Natural Language Processing, Data Wrangling NumPy, Pandas "
399,"Senior Economics/Economics & Accounting, Statistics & Data Science  At least one internship experience Python, R, SQL Data Scientist full time No preference United States Pennsylvania Tech Power BI, Hadoop, Spark, Apache Kafka, Azure, SAS, SPSS, D3.js, RapidMiner Data Visualization, Machine Learning NumPy, Pandas "
400,"Senior Psychological & Brain Sciences, Statistics & Data Science  At least one internship experience Python, R, SQL, SAS Data Engineer full time Remote United Kingdom  Healthcare Tableau, Spark, Apache Kafka, Airflow, GCP (Google Cloud Platform), SAS, SPSS, Jupyter Notebook, D3.js, Alteryx, BigQuery, Hive Deep Learning, Natural Language Processing, Data Wrangling NumPy, Pandas, Scikit.learn "
401,"Senior Economics/Economics & Accounting, Statistics & Data Science  At least one internship experience Python, R, C.C.. Data Analyst full time Remote United Kingdom  Healthcare Power BI, Airflow, Azure, Databricks, SPSS, RapidMiner, Alteryx, Hive Machine Learning, Predictive Analytics Pandas "
402,"Freshman Mathematics/Applied Mathematics  At least one internship experience Java Data Analyst internship No preference United States California Education Tableau, Excel, Hadoop, Spark, Airflow, Databricks, RapidMiner Deep Learning, Data Wrangling  "
403,"Sophomore Economics/Economics & Accounting, Statistics & Data Science  No internship experience Java, R, SAS Data Scientist internship Remote United States North Carolina Tech Tableau, Spark, AWS (Amazon Web Services), GCP (Google Cloud Platform), RapidMiner, Alteryx, BigQuery, Snowflake Data Visualization  "
404,"Sophomore Computer Science/Computer Engineering  At least one internship experience Java, Python, SQL, C.C.. Data Analyst internship Remote United States Michigan Tech Hadoop, Spark, Airflow, Jupyter Notebook, RapidMiner Deep Learning NumPy, SciPy, Scikit.learn, PyTorch, Tensorflow "
405,"Junior Economics/Economics & Accounting, Statistics & Data Science  At least two internship experiences Python, R, SQL, C.C.., SAS Data Analyst internship Remote United States Michigan Tech Excel, Hadoop, Spark, Apache Kafka, GCP (Google Cloud Platform), SAS  NumPy, Pandas, SciPy, Scikit.learn, PyTorch, Tensorflow "
406,"Senior Statistics & Data Science  No internship experience Python, R, C.C.. Data Scientist full time Remote United Kingdom  Tech Tableau, Azure, Databricks, SAS Natural Language Processing, Predictive Analytics, Data Wrangling NumPy, Pandas "
407,"Sophomore Statistics & Data Science  No internship experience Java, Python, R, SAS Data Scientist internship Remote United Kingdom  Education Tableau, Excel, Hadoop, Apache Kafka, Databricks, Jupyter Notebook, RapidMiner, Alteryx   "
408,"Junior Economics/Economics & Accounting, Statistics & Data Science  No internship experience Java, R, C.C.. Data Scientist internship In person Australia  Tech Tableau, Apache Kafka, GCP (Google Cloud Platform), RapidMiner, BigQuery Data Visualization, Predictive Analytics  "
409,"Sophomore Computer Science/Computer Engineering  At least one internship experience Java, SQL, C.C.. Data Analyst internship In person Canada  Tech Excel, Airflow, Databricks Data Visualization, Machine Learning  "
410,"Junior Statistics & Data Science  At least one internship experience Java, Python, R, SQL, SAS Data Scientist internship Remote Australia  Tech Excel, GCP (Google Cloud Platform), SPSS, Alteryx, Hive Deep Learning, Natural Language Processing, Data Wrangling  "
411,"Junior Statistics & Data Science  No internship experience R, C.C.. Data Analyst internship No preference United States Georgia Tech Apache Kafka, Airflow, AWS (Amazon Web Services), SPSS, D3.js, Snowflake Deep Learning  "
412,"Junior Statistics & Data Science  At least one internship experience Java, Python, R, SQL, C.C.., SAS Data Scientist internship In person United States Florida Tech Tableau, GCP (Google Cloud Platform), Databricks, SAS, SPSS Data Visualization, Deep Learning, Predictive Analytics NumPy, Pandas, PyTorch "
413,"Sophomore Computer Science/Computer Engineering  At least one internship experience Java, Python, C.C.. Data Analyst internship No preference United States Pennsylvania Tech AWS (Amazon Web Services), GCP (Google Cloud Platform), Databricks, SAS, RapidMiner, Hive Machine Learning Pandas "
414,"Junior Statistics & Data Science  No internship experience Python, R, SAS Data Analyst internship Remote Canada  Tech Power BI, AWS (Amazon Web Services), Databricks, SPSS, Hive, Snowflake Data Visualization, Data Wrangling  "
415,"Freshman Computer Science/Computer Engineering  No internship experience Java, Python, SAS Data Scientist internship In person United States Florida Tech Airflow, AWS (Amazon Web Services), SPSS, Jupyter Notebook Data Visualization, Machine Learning, Predictive Analytics  "
416,"Junior Mathematics/Applied Mathematics, Statistics & Data Science  At least one internship experience Python, R, SQL, SAS Data Engineer internship In person Canada  Education Power BI, Azure, Databricks, SAS, BigQuery Data Visualization, Machine Learning NumPy, Pandas, Scikit.learn, PyTorch, Tensorflow "
417,"Senior Statistics & Data Science  At least one internship experience Python, R, C.C.., SAS Data Analyst full time No preference United Kingdom  Tech Power BI, Excel, Spark, Apache Kafka, Airflow, GCP (Google Cloud Platform), Azure, SAS, SPSS, D3.js, RapidMiner, Alteryx, BigQuery Deep Learning, Natural Language Processing, Predictive Analytics, Data Wrangling NumPy, Pandas, SciPy, Scikit.learn "
418,"Junior Computer Science/Computer Engineering  No internship experience C.C.. Data Analyst internship Remote United Kingdom  Healthcare Power BI, Excel, Apache Kafka, AWS (Amazon Web Services), SPSS, Jupyter Notebook, D3.js, RapidMiner, Alteryx, BigQuery Machine Learning, Natural Language Processing, Data Wrangling  "
419,"Junior Statistics & Data Science  No internship experience  Data Scientist internship Remote United States Pennsylvania Tech Tableau, Hadoop, Azure, SAS, D3.js, RapidMiner, Snowflake Data Visualization  "
420,"Junior Statistics & Data Science Applied Psychology At least one internship experience Python, R, SQL, C.C.. Data Engineer internship In person United States New York Tech Databricks, SAS, SPSS, Jupyter Notebook, Snowflake Data Visualization, Predictive Analytics  "
421,"Senior Statistics & Data Science  At least one internship experience Python, R, SQL Data Analyst full time In person United States New York Tech GCP (Google Cloud Platform), Databricks, RapidMiner, Alteryx, BigQuery Data Visualization, Data Wrangling NumPy "
422,"Sophomore Computer Science/Computer Engineering  No internship experience Python, C.C.. Data Analyst internship No preference United States Michigan Tech Hadoop, Spark, AWS (Amazon Web Services), Azure, Databricks, SAS, Jupyter Notebook, D3.js, Alteryx, BigQuery Natural Language Processing, Predictive Analytics, Data Wrangling NumPy, Pandas "
423,"Freshman Statistics & Data Science  No internship experience Java, Python, SAS Data Engineer internship No preference United States Ohio Manufacturing Power BI, Apache Kafka, Airflow, AWS (Amazon Web Services), D3.js   "
424,"Freshman Computer Science/Computer Engineering  No internship experience Python, C.C.., SAS Data Engineer internship In person United States North Carolina Tech Hadoop, Spark, GCP (Google Cloud Platform), RapidMiner Data Visualization, Deep Learning  "
425,"Senior Statistics & Data Science,   At least two internship experiences Java, Python, R, SQL, C.C.. Data Engineer full time In person Germany  Tech Excel, Hadoop, SAS, Jupyter Notebook, D3.js, RapidMiner, Alteryx Deep Learning NumPy, Pandas, Scikit.learn "
426,"Sophomore Statistics & Data Science, Sociology  No internship experience Python Data Engineer internship Remote Germany  Tech Azure, SAS, SPSS, Hive Deep Learning, Natural Language Processing NumPy "
427,"Junior Statistics & Data Science  No internship experience Python, R, SQL, C.C.., SAS Data Scientist internship In person Australia  Tech Apache Kafka, Airflow, D3.js, Hive, Snowflake  NumPy "
428,"Junior Statistics & Data Science  At least one internship experience Java, Python, R Data Scientist internship Remote United States Illinois Tech Power BI, SAS, SPSS, Jupyter Notebook, D3.js, RapidMiner, Alteryx Data Visualization, Predictive Analytics, Data Wrangling  "
429,"Freshman Statistics & Data Science  At least one internship experience Java, Python, R, SQL, SAS Data Engineer internship In person Australia  Retail Tableau, AWS (Amazon Web Services), Databricks, SPSS, Jupyter Notebook, D3.js, Snowflake Data Visualization, Deep Learning, Natural Language Processing, Data Wrangling NumPy, Pandas "
430,"Sophomore Computer Science/Computer Engineering  At least one internship experience Java, Python, C.C.., SAS Data Engineer internship In person Germany  Education Excel, Airflow, AWS (Amazon Web Services), SAS, Jupyter Notebook, Alteryx Machine Learning, Natural Language Processing NumPy, PyTorch "
431,"Sophomore Statistics & Data Science  No internship experience Python Data Scientist internship Remote United Kingdom  Retail Apache Kafka, SPSS, D3.js, RapidMiner, BigQuery   "
432,"Sophomore Statistics & Data Science  No internship experience  Data Analyst internship In person Australia  Tech Spark, Apache Kafka, Databricks, SAS, Hive, Snowflake Data Visualization  "
433,"Junior Psychological & Brain Sciences, Statistics & Data Science  At least two internship experiences Python, R Data Scientist internship In person United States Florida Tech Apache Kafka, Airflow, AWS (Amazon Web Services), SAS, Jupyter Notebook, RapidMiner Data Visualization, Machine Learning NumPy "
434,"Senior Economics/Economics & Accounting, Financial Math & Statistics  No internship experience Python, R, SQL Data Engineer full time No preference United States Florida Tech Tableau, Azure, Hive, Snowflake Deep Learning, Natural Language Processing, Predictive Analytics, Data Wrangling NumPy "
435,"Sophomore Statistics & Data Science  No internship experience Python, R, SQL, SAS Data Scientist internship In person Australia  Tech Spark, AWS (Amazon Web Services), GCP (Google Cloud Platform), SAS, SPSS Data Visualization, Data Wrangling NumPy "
436,"Sophomore Mathematics/Applied Mathematics, Statistics & Data Science  No internship experience Python, R, SQL, C.C.., SAS Data Engineer internship In person Germany  Tech Power BI, Airflow, SAS, SPSS Data Visualization, Deep Learning NumPy, Pandas "
437,"Freshman Statistics & Data Science  Advanced internship experience SAS Data Engineer internship In person Australia  Retail Airflow, AWS (Amazon Web Services), GCP (Google Cloud Platform), SAS Data Visualization  "
438,"Graduate Electrical Engineering  No internship experience Java, Python, C.C.. Data Analyst full time Remote United Kingdom  Tech Tableau, Power BI, Spark, Airflow, SAS, SPSS, Jupyter Notebook, D3.js, RapidMiner, Hive Natural Language Processing  "
439,"Sophomore Statistics & Data Science  At least one internship experience Java, Python, R, SQL, SAS Data Analyst internship Remote United Kingdom  Tech Hadoop, Airflow, AWS (Amazon Web Services), Azure, SAS, RapidMiner, BigQuery, Hive Deep Learning, Predictive Analytics, Data Wrangling Pandas "
440,"Senior Financial Math & Statistics  At least two internship experiences Python, R, SQL, SAS Data Scientist full time Remote United Kingdom  Tech Excel, Airflow, GCP (Google Cloud Platform), SAS, Jupyter Notebook, RapidMiner Data Visualization, Data Wrangling NumPy, SciPy "
441,"Freshman Statistics & Data Science  At least two internship experiences Java, R Data Analyst internship No preference Australia  Tech Tableau, Hadoop, Apache Kafka, Airflow, Jupyter Notebook Natural Language Processing, Data Wrangling  "
442,"Sophomore Computer Science/Computer Engineering  No internship experience Java, Python, C.C.., SAS Data Analyst internship In person Canada  Tech SPSS, BigQuery Machine Learning, Deep Learning, Natural Language Processing, Predictive Analytics NumPy, Pandas "
443,"Junior Economics/Economics & Accounting, Statistics & Data Science  No internship experience Python, R, SQL Data Engineer internship No preference Germany  Tech GCP (Google Cloud Platform), Azure, Jupyter Notebook, RapidMiner, BigQuery, Hive, Snowflake Machine Learning, Natural Language Processing, Predictive Analytics NumPy, Pandas "
444,"Freshman Statistics & Data Science  No internship experience Java, SAS Data Analyst internship In person Canada  Tech Spark, GCP (Google Cloud Platform), Azure Data Visualization, Machine Learning, Deep Learning, Predictive Analytics  "
445,"Sophomore Statistics & Data Science  At least two internship experiences Java, Python, R, SQL Data Analyst internship In person Canada  Tech Spark, Apache Kafka, SPSS, RapidMiner, Alteryx, BigQuery, Hive Data Visualization, Machine Learning, Deep Learning, Predictive Analytics, Data Wrangling NumPy, Pandas, SciPy, Scikit.learn, PyTorch "
446,"Sophomore Mathematics/Applied Mathematics  No internship experience Java, R, C.C.. Data Engineer internship No preference United Kingdom  Tech Power BI, Hadoop, Spark, Airflow, BigQuery, Snowflake Data Visualization, Deep Learning, Data Wrangling  "
447,"Senior Statistics & Data Science  No internship experience Python, R, SAS Data Scientist full time Remote Australia  Tech Tableau, Hadoop, Azure, SAS, RapidMiner Machine Learning NumPy, PyTorch "
448,"Graduate Statistics & Data Science  Advanced internship experience Python, R, SQL, SAS Data Scientist full time Remote United States Florida Retail Hadoop, Spark, Airflow, AWS (Amazon Web Services), SPSS, Jupyter Notebook, BigQuery  NumPy, Pandas, SciPy, Scikit.learn, PyTorch "
449,"Junior Statistics & Data Science  No internship experience Java, Python, R, SQL, C.C.. Data Scientist internship Remote United States Illinois Tech Tableau, Apache Kafka, GCP (Google Cloud Platform), SAS, Alteryx Machine Learning, Deep Learning Pandas "
450,"Junior Statistics & Data Science  No internship experience Python, R, SQL Data Engineer internship Remote Australia  Tech Hadoop, SAS, D3.js Deep Learning, Natural Language Processing  "
451,"Sophomore Statistics & Data Science  No internship experience Java, Python, R, C.C.., SAS Data Scientist internship In person United States New York Tech Excel, Hadoop, Apache Kafka, Azure, Databricks, Alteryx, Hive, Snowflake Machine Learning, Predictive Analytics NumPy, Pandas "
452,"Freshman Computer Science/Computer Engineering  At least one internship experience Java, Python, C.C.. Data Engineer internship In person United States Georgia Tech Excel, Hadoop, Spark, Apache Kafka, AWS (Amazon Web Services), Databricks, D3.js, RapidMiner, Snowflake Data Visualization, Deep Learning, Natural Language Processing NumPy "
453,"Sophomore Statistics & Data Science  No internship experience Java, Python, SAS Data Analyst internship In person Australia  Finance Excel, Spark, D3.js Machine Learning  "
454,"Senior Statistics & Data Science  At least one internship experience Java, Python, R, C.C.. Data Engineer full time Remote Australia  Education Excel, Apache Kafka, AWS (Amazon Web Services), Databricks, SAS, Jupyter Notebook, D3.js, BigQuery, Hive Data Visualization NumPy, Pandas "
455,"Junior Statistics & Data Science  At least one internship experience Java, Python, R, SAS Data Analyst internship No preference Australia  Healthcare Hadoop, Apache Kafka, SPSS, D3.js, RapidMiner, Alteryx, BigQuery, Snowflake Data Visualization, Data Wrangling  "
456,"Junior Statistics & Data Science  No internship experience Python, R, SQL, SAS Data Engineer internship No preference Germany  Tech Airflow, Databricks, SAS, SPSS Data Visualization, Deep Learning, Predictive Analytics, Data Wrangling  "
457,"Junior Economics/Economics & Accounting Stats At least two internship experiences R Data Scientist internship In person United States New York Healthcare Power BI, GCP (Google Cloud Platform), Azure, Databricks, D3.js, RapidMiner Natural Language Processing, Data Wrangling  "
458,"Sophomore Statistics & Data Science  At least two internship experiences Python, SAS Data Scientist internship Remote United States New York Tech Tableau, Power BI, Excel, Spark, Jupyter Notebook, D3.js, Alteryx Machine Learning  "
459,"Sophomore Economics/Economics & Accounting, Statistics & Data Science  Advanced internship experience Java, Python, R, SQL, C.C.. Data Scientist internship In person Canada  Education Power BI, Spark, Apache Kafka, GCP (Google Cloud Platform), Azure, SAS, SPSS, D3.js, Hive Data Visualization, Deep Learning NumPy, Pandas "
460,"Sophomore Statistics & Data Science  At least one internship experience Python, SAS Data Scientist internship In person Canada  Tech Tableau, Power BI, Excel, Apache Kafka, SPSS, Jupyter Notebook, RapidMiner, Alteryx, Hive Deep Learning NumPy, Pandas "
461,"Freshman Electrical Engineering  At least one internship experience Java, Python Data Engineer internship No preference Germany  Tech Power BI, GCP (Google Cloud Platform), SAS, Jupyter Notebook, Alteryx Machine Learning, Deep Learning, Predictive Analytics  "
462,"Graduate Statistics & Data Science  No internship experience Python, R, C.C.. Data Analyst full time No preference Australia  Tech Azure Natural Language Processing Pandas "
463,"Sophomore Economics/Economics & Accounting, Statistics & Data Science  At least one internship experience Python, R, SQL Data Analyst internship Remote United States Ohio Tech Excel, Hadoop, Airflow, GCP (Google Cloud Platform), Databricks, BigQuery, Hive Deep Learning  "
464,"Freshman Computer Science/Computer Engineering  No internship experience Java, Python, SQL, C.C.., SAS Data Engineer internship In person United States Illinois Tech Tableau, Azure, Snowflake  Pandas, Scikit.learn "
465,"Junior Statistics & Data Science  At least two internship experiences Python, C.C.., SAS Data Engineer internship No preference United States Ohio Tech Hadoop, Azure, SAS, SPSS, BigQuery Machine Learning, Predictive Analytics NumPy, Pandas, Scikit.learn, PyTorch "
466,"Freshman Economics/Economics & Accounting  At least two internship experiences Java, SAS Data Scientist internship No preference Australia  Healthcare Power BI, Excel, Hadoop, Apache Kafka, Airflow, SPSS, D3.js, RapidMiner, Alteryx, BigQuery   "
467,"Junior Statistics & Data Science  No internship experience Python, R, SQL Data Analyst internship Remote United States Pennsylvania Finance Power BI, Excel, Hadoop, Databricks, SPSS, Jupyter Notebook, D3.js, BigQuery Deep Learning, Data Wrangling  "
468,"Graduate Statistics & Data Science  No internship experience Java, Python, R, SQL Data Scientist full time No preference United States Illinois Finance Excel, Apache Kafka, SPSS, Alteryx, Snowflake Data Visualization, Predictive Analytics  "
469,"Freshman Statistics & Data Science  At least two internship experiences Java, Python, SQL, SAS Data Analyst internship No preference United States Florida Healthcare AWS (Amazon Web Services), Hive Data Visualization, Machine Learning, Natural Language Processing, Data Wrangling NumPy, PyTorch "
470,"Sophomore Computer Science/Computer Engineering  At least one internship experience C.C.., SAS Data Analyst internship Remote United States Georgia Tech Tableau, Hadoop, Spark   "
471,"Freshman Computer Science/Computer Engineering  At least one internship experience Java, Python, SQL, C.C.., SAS Data Analyst internship In person United States Florida Tech Tableau, GCP (Google Cloud Platform), SPSS, Alteryx, Hive   "
472,"Freshman Computer Science/Computer Engineering  No internship experience Python, C.C.. Data Engineer internship No preference United Kingdom  Education Airflow, SPSS, D3.js, BigQuery, Hive  NumPy, Pandas, Scikit.learn, Tensorflow "
473,"Senior Statistics & Data Science  At least one internship experience Python, R, SQL, SAS Data Scientist full time Remote United States Ohio Tech Spark, GCP (Google Cloud Platform), SPSS, Jupyter Notebook, RapidMiner, Snowflake Data Visualization, Machine Learning, Predictive Analytics  "
474,"Sophomore Mathematics/Applied Mathematics  No internship experience Python, SAS Data Engineer internship No preference United States Pennsylvania Tech Excel, Hadoop, Spark, AWS (Amazon Web Services) Machine Learning, Deep Learning, Predictive Analytics, Data Wrangling  "
475,"Sophomore Statistics & Data Science  No internship experience Python Data Scientist internship In person United States Ohio Tech Tableau, Spark, Apache Kafka, AWS (Amazon Web Services), Jupyter Notebook, Alteryx Deep Learning  "
476,"Junior Statistics & Data Science  No internship experience  Data Engineer internship Remote United States Pennsylvania Tech Hadoop, Apache Kafka, AWS (Amazon Web Services), Databricks, SAS, SPSS, D3.js, Alteryx Machine Learning  "
477,"Sophomore Computer Science/Computer Engineering  No internship experience Java, Python, C.C.. Data Analyst internship Remote United States Texas Tech Power BI, Spark, AWS (Amazon Web Services), Jupyter Notebook Machine Learning, Deep Learning, Predictive Analytics NumPy, Pandas "
478,"Junior Statistics & Data Science  No internship experience Java, Python, C.C.. Data Scientist internship Remote Australia  Tech Tableau, Hadoop, Spark, Apache Kafka, Airflow, RapidMiner, Alteryx Machine Learning, Data Wrangling NumPy, Pandas, Scikit.learn, Tensorflow "
479,"Freshman Computer Science/Computer Engineering  No internship experience Java, Python, SAS Data Engineer internship Remote United States Georgia Tech Tableau, Excel, RapidMiner, Alteryx, Snowflake Predictive Analytics, Data Wrangling  "
480,"Junior Statistics & Data Science  No internship experience Python, SAS Data Engineer internship Remote United Kingdom  Tech Power BI, Azure, SAS, Jupyter Notebook, BigQuery Machine Learning  "
481,"Sophomore Computer Science/Computer Engineering  At least two internship experiences Java, Python, SQL, C.C.., SAS Data Engineer internship No preference United States Georgia Tech Hadoop, Apache Kafka, SAS, SPSS, Snowflake Data Visualization NumPy, Pandas "
