"gender","grad_year","transfer","major","minor","returning_member","intern_job_count","Java","Python","R","SQL","C.C..","JavaScript.TypeScript","Languages","NumPy","Pandas","SciPy","Scikit.learn","PyTorch","Tensorflow","Math.4A","CS.9","Calculus.Math.3A.Math.3B.AP.Calc","Math.6A","Math.8.PSTAT.8.CS.40","PSTAT.10","PSTAT.120A","PSTAT.120B","PSTAT.126","PSTAT.160A.160B","Math.117","PSTAT.131","Math.108A","CS.165A.165B","PSTAT.135","Career.fair","Professional.workshops","Technical.workshops","Company.talks...Data.talks","Social.events","Project.groups","Events","Career.Goal","Tableau","Power.BI","Matplotlib","SAS","Looking_for_internship","Looking_for_full_time","internship_or_full_time","Prefer.Remote","Top.desired.location","Top.desired.state","Industry.Preferences","Number.of.completed.data.science.projects","Data_Science_Technologies","research_job_count","Data.Science.Skills","Merged_Languages","Courses","Packages","ID"
"Male",2026,"No","Economics/Economics & Accounting, Statistics & Data Science","N/a","No",1,"Yes","Yes","Yes","Yes","Yes","Yes","Java, Python, R, SQL, C.C..","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks","Data Engineer","Yes","No","No","Yes","Yes","No","internship","No preference","United States","North Carolina","Tech",5,"Tableau, Power BI, Excel, Databricks, SAS, SPSS",3,"Natural Language Processing, Predictive Analytics","Java, Python, R, SQL, C.C.., SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, PSTAT.10","NumPy, Pandas, SciPy, Scikit.learn, Tensorflow",352
"Male",2026,"No","Economics/Economics & Accounting, Statistics & Data Science","","Yes",3,"No","Yes","Yes","Yes","No","No","Python, R, SQL","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","Yes","No","No","No","No","Yes","Career.fair, Project.groups","Data Scientist","Yes","No","No","Yes","Yes","No","internship","In person","United States","California","Tech",5,"Power BI, Excel, Hadoop, Spark, Hive",4,"Natural Language Processing, Predictive Analytics, Data Wrangling","Python, R, SQL, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B, PSTAT.126, PSTAT.160A.160B, PSTAT.131","NumPy, Pandas, Scikit.learn",353
"Male",2027,"No","Statistics & Data Science","","No",0,"No","Yes","Yes","No","No","No","Python, R","No","No","No","No","No","No","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes","No","Career.fair, Professional.workshops, Company.talks...Data.talks, Social.events","Data Scientist","No","Yes","No","No","Yes","No","internship","Remote","United States","Texas","Tech",3,"Spark, Apache Kafka, SAS, SPSS, BigQuery",3,"Deep Learning, Predictive Analytics, Data Wrangling","Python, R","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, PSTAT.10","",354
"Male",2027,"No","Computer Science/Computer Engineering","","No",1,"Yes","Yes","Yes","No","Yes","Yes","Java, Python, R, C.C..","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","Yes","Career.fair, Professional.workshops, Company.talks...Data.talks, Project.groups","Data Scientist","Yes","Yes","No","Yes","Yes","No","internship","No preference","United States","Georgia","Tech",0,"Excel, Hadoop, GCP (Google Cloud Platform), Azure, Jupyter Notebook, RapidMiner, Hive, Snowflake",2,"Deep Learning, Natural Language Processing, Data Wrangling","Java, Python, R, C.C.., SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.120A","NumPy, Pandas, SciPy, Scikit.learn, Tensorflow",355
"Female",2028,"No","Computer Science/Computer Engineering","","No",0,"No","No","No","No","No","No","","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","Career.fair, Social.events, Project.groups","Data Analyst","No","Yes","Yes","Yes","Yes","No","internship","Remote","United States","Florida","Tech",6,"Apache Kafka, Airflow, GCP (Google Cloud Platform), Databricks, SAS, D3.js, RapidMiner",3,"Machine Learning, Predictive Analytics, Data Wrangling","SAS","","",356
"Male",2025,"No","Statistics & Data Science","","Yes",1,"Yes","Yes","Yes","Yes","Yes","No","Java, Python, R, SQL, C.C..","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","Yes","Yes","No","Yes","No","No","Career.fair, Professional.workshops, Company.talks...Data.talks","Data Scientist","Yes","Yes","Yes","Yes","No","Yes","full time","No preference","United States","Michigan","Tech",1,"Tableau, Power BI, Spark, Apache Kafka, AWS (Amazon Web Services), GCP (Google Cloud Platform), Alteryx, BigQuery, Snowflake",1,"Natural Language Processing, Predictive Analytics","Java, Python, R, SQL, C.C.., SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B, PSTAT.126, PSTAT.160A.160B, PSTAT.131","NumPy, Pandas, Scikit.learn",357
"Female",2027,"No","Statistics & Data Science","","Yes",1,"No","Yes","Yes","Yes","No","No","Python, R, SQL","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Career.fair, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Analyst","No","Yes","No","No","Yes","No","internship","No preference","United States","New York","Manufacturing",2,"Spark, Airflow, AWS (Amazon Web Services), GCP (Google Cloud Platform), Databricks, D3.js, Alteryx, Hive",1,"Machine Learning","Python, R, SQL","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, PSTAT.10, PSTAT.120A","Tensorflow",358
"Female",2028,"No","Economics/Economics & Accounting","N/A","No",2,"No","Yes","No","No","No","No","Python","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Scientist","Yes","Yes","Yes","No","Yes","No","internship","In person","Australia","","Finance",0,"Tableau, Power BI, Apache Kafka, Databricks",4,"Machine Learning, Data Wrangling","Python","Calculus.Math.3A.Math.3B.AP.Calc","",359
"Male",2026,"Yes","Statistics & Data Science","","No",0,"No","No","Yes","No","No","No","R","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Engineer","Yes","No","Yes","Yes","Yes","No","internship","No preference","United States","Florida","Tech",7,"Excel, Hadoop, Airflow, Azure, SAS, Alteryx",4,"Predictive Analytics, Data Wrangling","R, SAS","Math.8.PSTAT.8.CS.40, PSTAT.10","",360
"Female",2026,"Yes","Statistics & Data Science","","No",1,"No","Yes","No","No","Yes","No","Python, C.C..","Yes","Yes","No","No","No","No","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Engineer","Yes","Yes","No","Yes","Yes","No","internship","No preference","Australia","","Tech",1,"Power BI, Excel, Spark, D3.js, Hive, Snowflake",0,"","Python, C.C.., SAS","Calculus.Math.3A.Math.3B.AP.Calc, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A","NumPy, Pandas",361
"Male",2026,"No","Statistics & Data Science","","No",0,"Yes","Yes","No","No","No","No","Java, Python","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Scientist","No","Yes","Yes","No","Yes","No","internship","Remote","United States","Pennsylvania","Tech",7,"Hadoop, Airflow, Azure, SAS, Jupyter Notebook, RapidMiner, Hive, Snowflake",3,"Machine Learning, Natural Language Processing","Java, Python","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A","",362
"Male",2026,"No","Computer Science/Computer Engineering","","Yes",1,"No","No","No","No","No","No","","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","","Data Scientist","Yes","Yes","No","Yes","Yes","No","internship","No preference","United States","Michigan","Tech",7,"Hadoop, AWS (Amazon Web Services), GCP (Google Cloud Platform), Databricks, D3.js, Alteryx, BigQuery, Snowflake",4,"Machine Learning, Deep Learning","SAS","","",363
"Male",2027,"No","Statistics & Data Science","","Yes",2,"Yes","Yes","Yes","Yes","Yes","Yes","Java, Python, R, SQL, C.C..","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","No","Yes","No","Yes","Yes","No","Yes","Career.fair, Technical.workshops, Company.talks...Data.talks, Project.groups","Data Engineer","Yes","Yes","Yes","No","Yes","No","internship","No preference","Canada","","Tech",3,"Tableau, Excel, Airflow, Databricks, D3.js, Alteryx, Hive",4,"Machine Learning, Predictive Analytics, Data Wrangling","Java, Python, R, SQL, C.C..","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B, PSTAT.126, Math.117, Math.108A","NumPy, Pandas, Scikit.learn",364
"Male",2028,"No","Economics/Economics & Accounting, Statistics & Data Science","","No",2,"Yes","No","No","No","No","Yes","Java","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Engineer","No","Yes","Yes","Yes","Yes","No","internship","In person","United States","Illinois","Tech",0,"Hadoop, Spark, AWS (Amazon Web Services), RapidMiner",2,"Machine Learning","Java, SAS","Calculus.Math.3A.Math.3B.AP.Calc","",365
"Female",2028,"No","Statistics & Data Science","","No",0,"Yes","Yes","No","No","No","No","Java, Python","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Analyst","No","Yes","Yes","Yes","Yes","No","internship","In person","United States","Illinois","Manufacturing",2,"Tableau, Power BI, Airflow, GCP (Google Cloud Platform), SPSS",0,"Machine Learning","Java, Python, SAS","Calculus.Math.3A.Math.3B.AP.Calc","",366
"Male",2028,"No","Computer Science/Computer Engineering","","No",2,"Yes","Yes","No","No","Yes","No","Java, Python, C.C..","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks","Data Analyst","No","No","Yes","No","Yes","No","internship","No preference","United Kingdom","","Manufacturing",1,"Tableau, Power BI, Excel, Apache Kafka, Airflow, Azure, Databricks, SPSS, D3.js",4,"","Java, Python, C.C..","CS.9, Calculus.Math.3A.Math.3B.AP.Calc","NumPy, Pandas, SciPy, Scikit.learn, PyTorch, Tensorflow",367
"Male",2026,"No","Statistics & Data Science","","Yes",2,"No","Yes","Yes","Yes","No","No","Python, R, SQL","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","No","Yes","No","No","Yes","Career.fair, Technical.workshops, Project.groups","Data Engineer","Yes","Yes","Yes","No","Yes","No","internship","In person","United States","North Carolina","Healthcare",6,"Hadoop, AWS (Amazon Web Services), SAS, Hive",3,"Natural Language Processing","Python, R, SQL","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B","NumPy, Pandas, Scikit.learn",368
"Male",2026,"No","Economics/Economics & Accounting, Statistics & Data Science","","Yes",2,"No","Yes","Yes","Yes","No","No","Python, R, SQL","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Career.fair, Professional.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Engineer","No","No","Yes","Yes","Yes","No","internship","No preference","United States","Illinois","Tech",2,"Hadoop, Apache Kafka, Airflow, SAS, SPSS, Jupyter Notebook, D3.js, Alteryx, BigQuery",0,"Machine Learning","Python, R, SQL, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B","NumPy",369
"Female",2027,"No","Computer Science/Computer Engineering","","Yes",1,"Yes","Yes","Yes","Yes","Yes","Yes","Java, Python, R, SQL, C.C..","Yes","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Yes","No","No","Yes","Yes","No","Career.fair, Company.talks...Data.talks, Social.events","Data Analyst","Yes","No","Yes","Yes","Yes","No","internship","No preference","Germany","","Manufacturing",7,"Hadoop, Spark, AWS (Amazon Web Services), GCP (Google Cloud Platform), Jupyter Notebook, RapidMiner, Alteryx, BigQuery",3,"Data Visualization, Natural Language Processing","Java, Python, R, SQL, C.C.., SAS","Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B, Math.108A","NumPy",370
"Male",2026,"Yes","Statistics & Data Science","","No",0,"Yes","Yes","Yes","Yes","Yes","Yes","Java, Python, R, SQL, C.C..","Yes","Yes","No","No","No","No","Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","Career.fair, Project.groups","Data Scientist","No","No","Yes","No","Yes","No","internship","No preference","United States","California","Tech",7,"Tableau, Hadoop, Apache Kafka, Databricks, SPSS, BigQuery, Snowflake",4,"Data Visualization, Machine Learning, Deep Learning","Java, Python, R, SQL, C.C..","Math.6A, PSTAT.10, PSTAT.120A","NumPy, Pandas",371
"Female",2026,"Yes","Statistics & Data Science, Communication ","","No",0,"No","Yes","No","No","No","No","Python","Yes","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Analyst","Yes","Yes","Yes","Yes","Yes","No","internship","Remote","United Kingdom","","Tech",6,"Tableau, AWS (Amazon Web Services), GCP (Google Cloud Platform), SAS, Jupyter Notebook, D3.js, Alteryx, BigQuery",0,"Predictive Analytics, Data Wrangling","Python, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc","NumPy, Pandas",372
"Male",2026,"No","Economics/Economics & Accounting, Statistics & Data Science","","No",2,"No","Yes","Yes","Yes","Yes","No","Python, R, SQL, C.C..","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Scientist","Yes","Yes","Yes","Yes","Yes","No","internship","In person","United States","Florida","Retail",0,"Azure, Databricks, Jupyter Notebook, D3.js, RapidMiner, BigQuery, Hive",3,"","Python, R, SQL, C.C.., SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B","",373
"Female",2026,"No","Statistics & Data Science","Math","Yes",2,"No","Yes","Yes","No","No","No","Python, R","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","Yes","Yes","Yes","No","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Social.events, Project.groups","Data Analyst","Yes","No","Yes","Yes","Yes","No","internship","In person","United States","California","Healthcare",1,"Tableau, Excel, Hadoop, Apache Kafka, Airflow, GCP (Google Cloud Platform), Databricks, D3.js, BigQuery, Hive",3,"Data Visualization, Deep Learning","Python, R, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B, PSTAT.126, Math.117","NumPy, Pandas",374
"Male",2025,"No","Statistics & Data Science","Technology management ","Yes",3,"No","Yes","Yes","Yes","Yes","No","Python, R, SQL, C.C..","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Engineer","No","No","No","No","No","Yes","full time","In person","United States","Texas","Tech",3,"Power BI, Spark, Apache Kafka, D3.js, RapidMiner",0,"Data Visualization, Predictive Analytics, Data Wrangling","Python, R, SQL, C.C..","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B, PSTAT.126, PSTAT.131, Math.108A","NumPy, Pandas",375
"Female",2026,"No","Computer Science/Computer Engineering","","Yes",0,"Yes","Yes","Yes","Yes","Yes","Yes","Java, Python, R, SQL, C.C..","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Scientist","Yes","Yes","No","Yes","Yes","No","internship","In person","United States","Ohio","Education",4,"Power BI, Spark, GCP (Google Cloud Platform), Azure, Jupyter Notebook, Alteryx",0,"Data Visualization, Natural Language Processing, Predictive Analytics","Java, Python, R, SQL, C.C.., SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B, PSTAT.160A.160B, Math.108A, CS.165A.165B","NumPy, Pandas, SciPy, Scikit.learn, Tensorflow",376
"Female",2025,"No","Statistics & Data Science","","Yes",2,"No","Yes","Yes","Yes","No","No","Python, R, SQL","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events","Data Analyst","Yes","No","Yes","Yes","No","Yes","full time","Remote","Canada","","Tech",4,"Tableau, Power BI, Excel, Apache Kafka, Azure, SPSS, Alteryx, BigQuery, Snowflake",2,"Deep Learning","Python, R, SQL, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B, PSTAT.126, PSTAT.131","NumPy, Pandas, Scikit.learn",377
"Male",2027,"No","Statistics & Data Science","","No",2,"Yes","Yes","Yes","Yes","No","Yes","Java, Python, R, SQL","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Analyst","Yes","Yes","No","Yes","Yes","No","internship","In person","United States","Texas","Healthcare",0,"Hadoop, GCP (Google Cloud Platform), D3.js, Alteryx, BigQuery",3,"Machine Learning, Deep Learning, Predictive Analytics, Data Wrangling","Java, Python, R, SQL, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B, Math.117","NumPy, Pandas",378
"Male",2025,"No","Statistics & Data Science","","No",1,"No","Yes","Yes","Yes","No","No","Python, R, SQL","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Career.fair, Professional.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Analyst","Yes","Yes","No","Yes","No","Yes","full time","No preference","United States","Florida","Tech",3,"Tableau, Spark, Airflow, Alteryx, BigQuery",0,"Deep Learning","Python, R, SQL, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B, PSTAT.126, PSTAT.131","",379
"Male",2025,"No","Statistics & Data Science","","Yes",0,"Yes","Yes","Yes","Yes","No","Yes","Java, Python, R, SQL","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Engineer","Yes","Yes","Yes","No","No","Yes","full time","Remote","United States","Pennsylvania","Tech",1,"Hadoop, Apache Kafka, AWS (Amazon Web Services), Jupyter Notebook, BigQuery, Hive",3,"Machine Learning, Data Wrangling","Java, Python, R, SQL","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B, PSTAT.126, PSTAT.160A.160B, Math.117","NumPy, Pandas, SciPy, PyTorch",380
"Female",2027,"No","Biology","","No",0,"Yes","Yes","Yes","No","Yes","No","Java, Python, R, C.C..","No","No","No","No","No","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","Yes","Career.fair, Professional.workshops, Company.talks...Data.talks, Project.groups","Data Engineer","Yes","Yes","Yes","Yes","Yes","No","internship","In person","United States","Ohio","Finance",7,"Power BI, Excel, Hadoop, Airflow, Jupyter Notebook",4,"Predictive Analytics","Java, Python, R, C.C.., SAS","Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, PSTAT.10, PSTAT.120A, PSTAT.120B","",381
"Male",2028,"No","Statistics & Data Science","","No",0,"Yes","Yes","No","Yes","Yes","Yes","Java, Python, SQL, C.C..","Yes","No","No","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","Technical.workshops, Social.events, Project.groups","Data Scientist","Yes","No","No","Yes","Yes","No","internship","No preference","United States","Illinois","Tech",2,"Apache Kafka, GCP (Google Cloud Platform), SPSS, D3.js, RapidMiner, Alteryx",1,"Machine Learning, Natural Language Processing, Predictive Analytics, Data Wrangling","Java, Python, SQL, C.C.., SAS","Calculus.Math.3A.Math.3B.AP.Calc","NumPy, Scikit.learn, PyTorch",382
"Male",2027,"No","Mathematics/Applied Mathematics, Statistics & Data Science","none","Yes",2,"No","Yes","Yes","Yes","Yes","No","Python, R, SQL, C.C..","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Social.events, Project.groups","Data Analyst","No","Yes","No","Yes","Yes","No","internship","In person","Canada","","Education",7,"Excel, Spark, Apache Kafka, Airflow, GCP (Google Cloud Platform), Azure, Jupyter Notebook, RapidMiner, Snowflake",1,"Machine Learning, Natural Language Processing","Python, R, SQL, C.C.., SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A","NumPy, Scikit.learn, Tensorflow",383
"Male",2026,"No","Geophysics","","No",1,"No","Yes","No","No","No","No","Python","No","No","No","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","Career.fair, Company.talks...Data.talks, Social.events, Project.groups","Data Analyst","No","No","Yes","No","Yes","No","internship","No preference","United States","New York","Tech",0,"Tableau, Excel, SAS, Jupyter Notebook, RapidMiner, Alteryx, BigQuery, Snowflake",4,"Machine Learning","Python","Calculus.Math.3A.Math.3B.AP.Calc, Math.6A","",384
"Female",2025,"No","Mathematics/Applied Mathematics, Statistics & Data Science","","No",0,"No","Yes","Yes","Yes","Yes","No","Python, R, SQL, C.C..","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","Career.fair, Professional.workshops, Technical.workshops","Data Analyst","No","No","Yes","No","No","Yes","full time","Remote","Canada","","Tech",4,"Power BI, Hadoop, Spark, D3.js, Alteryx, BigQuery",3,"Predictive Analytics","Python, R, SQL, C.C..","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B, PSTAT.126, PSTAT.160A.160B, Math.117, PSTAT.131, Math.108A","NumPy",385
"Female",2028,"No","Statistics & Data Science","","No",0,"No","No","No","No","No","No","","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","Yes","Career.fair, Professional.workshops, Technical.workshops, Project.groups","Data Scientist","No","No","No","Yes","Yes","No","internship","No preference","United States","Michigan","Tech",6,"SPSS, D3.js, BigQuery, Hive",2,"Data Visualization","SAS","","",386
"Male",2024,"Yes","Statistics & Data Science","","No",0,"No","Yes","No","No","Yes","No","Python, C.C..","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","Yes","No","No","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","Social.events, Project.groups","Data Engineer","Yes","No","No","No","No","Yes","full time","No preference","United States","Florida","Tech",5,"Hadoop, Airflow, Azure",1,"Predictive Analytics","Python, C.C..","PSTAT.10, PSTAT.120A, PSTAT.120B, Math.117, Math.108A","NumPy, Pandas, Scikit.learn, PyTorch, Tensorflow",387
"Male",2027,"No","Financial Math & Statistics","","No",1,"Yes","No","No","No","Yes","No","Java, C.C..","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","Professional.workshops, Technical.workshops, Company.talks...Data.talks, Project.groups","Data Analyst","No","Yes","Yes","No","Yes","No","internship","Remote","United States","Georgia","Education",5,"Power BI, Airflow, Databricks, Hive",1,"Predictive Analytics","Java, C.C..","Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.120A","",388
"Male",2027,"No","Statistics & Data Science","","No",1,"No","Yes","Yes","Yes","No","No","Python, R, SQL","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Project.groups","Data Engineer","No","No","No","Yes","Yes","No","internship","In person","United States","Illinois","Tech",7,"Excel, Hadoop, AWS (Amazon Web Services), BigQuery, Snowflake",0,"Natural Language Processing, Predictive Analytics","Python, R, SQL, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A","",389
