"gender","grad_year","transfer","major","minor","courses","returning_member","prog_lang_exp","python_package","intern_job_count","club_resource"
"Female","2025","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 108A, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126, PSTAT 131, PSTAT 135, PSTAT 160A/160B","No","Python, R, SQL","NumPy, Pandas, PyTorch, Scikit-learn, SciPy, Tensorflow",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2025","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126, PSTAT 131","Yes","Python, R, SQL","NumPy, Pandas, Scikit-learn, Tensorflow",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.)"
"Male","2026","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A","Yes","C/C++, Java, JavaScript/TypeScript, Python, R, SQL","NumPy, Pandas, PyTorch, Scikit-learn, Tensorflow",3,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2025","No","Statistics & Data Science","Philosophy","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126, PSTAT 131","Yes","Java, Python, R, SQL","Pandas",2,"Career fair, Company talks & Data talks"
"Female","2027","No","Statistics & Data Science","Hoping to declare an earth science minor","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40","No","C/C++, Java, Python","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2027","No","Mathematics/Applied Mathematics, Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10","Yes","C/C++, Python, R","Pandas",1,"Career fair, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2026","No","Statistics & Data Science","Also majoring in Film and Media Studies","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 108A, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126","Yes","Java, Python, R, SQL","NumPy, Pandas, PyTorch",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2026","Yes","Statistics & Data Science, physics","","CS 9, CS 165A/165B, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 108A, Math 117, PSTAT 10, PSTAT 120A","No","Java","",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2025","No","Computer Science/Computer Engineering, Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126, PSTAT 131, PSTAT 160A/160B","Yes","C/C++, Java, Python, R, SQL","NumPy, Pandas, PyTorch, Tensorflow",2,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2025","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 117, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126, PSTAT 131, PSTAT 160A/160B","Yes","Python, R, SQL","NumPy, PyTorch",0,"Career fair, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups"
"Male","2026","No","Economics/Economics & Accounting, Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A, PSTAT 120B","No","Python, R, SQL","",0,"Career fair, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Prefer not to say","2026","Yes","Financial Math & Statistics, Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 117, PSTAT 10, PSTAT 120A","No","C/C++, Python, R, SQL","NumPy, Pandas, Scikit-learn",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2026","No","Economics/Economics & Accounting, Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 117, PSTAT 10, PSTAT 120A, PSTAT 120B","No","Python, R, SQL","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus)","No","Java","",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events"
"Female","2027","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A","Yes","Python, R, SQL","",0,"Career fair, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups"
"Male","2027","No","Psychological & Brain Sciences, Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A","No","Java, Python, R, SQL","NumPy, Pandas, PyTorch, Scikit-learn",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2025","Yes","Financial Math & Statistics","Professional Writing Minor","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 117, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126, PSTAT 131, PSTAT 160A/160B","No","Python, R, SQL","NumPy, Pandas",3,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2026","Yes","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus)","No","Java, Python","",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2027","No","Statistics & Data Science, Biopsychology","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, PSTAT 10","Yes","Python","",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2026","No","Economics/Economics & Accounting, Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126","No","Python, R, SQL","NumPy, Pandas",3,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.)"
"Male","2028","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A","No","Java, JavaScript/TypeScript","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2027","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10","No","Python, R","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2027","No","Economics/Economics & Accounting, Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A","Yes","C/C++, Java, JavaScript/TypeScript, Python, R, SQL","NumPy, Pandas",4,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2026","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A, PSTAT 120B","Yes","JavaScript/TypeScript, Python, R, SQL","NumPy, Pandas, PyTorch, Scikit-learn",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups"
"Female","2026","Yes","Computer Science/Computer Engineering","","Math 6A, PSTAT 120A","No","C/C++, Python","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus)","No","C/C++, Java, Python","",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2027","No","Statistics & Data Science","","CS 9, CS 165A/165B, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, PSTAT 10","No","C/C++, Python, R","NumPy, Pandas, SciPy",2,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2026","Yes","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A","No","Java, Python, R","Pandas",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Computer Science/Computer Engineering","","Math 4A","No","C/C++, Java, JavaScript/TypeScript, Python","",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2026","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126, PSTAT 131, PSTAT 160A/160B","Yes","Java, JavaScript/TypeScript, Python, R, SQL","NumPy, Pandas, Scikit-learn",0,"Career fair, Company talks & Data talks, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2025","Yes","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, PSTAT 10, PSTAT 120A","No","Python, R","Pandas",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2027","No","Economics/Economics & Accounting, Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A","No","Python","",3,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2024","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 117, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126, PSTAT 131, PSTAT 160A/160B","Yes","Python, R, SQL","NumPy, Pandas, PyTorch, Scikit-learn, SciPy, Tensorflow",1,"Career fair, Company talks & Data talks, Project groups"
"Female","2025","No","Mathematics/Applied Mathematics","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 108A, Math 117","No","Python","NumPy, Pandas, Tensorflow",2,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2028","No","Statistics & Data Science","","CS 9","No","Java, Python","",2,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2028","No","Statistics & Data Science","","","No","","",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2025","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 117, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126, PSTAT 131, PSTAT 160A/160B","Yes","Java, Python, R, SQL","NumPy, Pandas, PyTorch, Scikit-learn, Tensorflow",3,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Computer Science/Computer Engineering","Undecided","Calculus (Math 3A, 3B, or AP Calculus), Math 4A","No","C/C++, Java, Python","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2025","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 117, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126, PSTAT 131","No","Python, R","NumPy, Pandas",2,"Career fair, Company talks & Data talks"
"Male","2028","No","Statistics & Data Science","","CS 9, Math 4A","No","Java, Python","NumPy, Pandas, Scikit-learn",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2027","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A, PSTAT 120B","No","Java, Python, R, SQL","NumPy, Pandas, PyTorch, SciPy",2,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2028","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus)","No","Java, Python","",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2025","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126, PSTAT 131, PSTAT 160A/160B","Yes","Python, R","NumPy, Pandas",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2026","No","Statistics & Data Science","","CS 9, Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 108A, PSTAT 10, PSTAT 120A, PSTAT 120B","Yes","Java, Python, R, SQL","",1,"Career fair, Company talks & Data talks"
"Male","2025","Yes","Mathematics/Applied Mathematics","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 108A, Math 117, PSTAT 10, PSTAT 120A, PSTAT 120B","Yes","Python, R, SQL","NumPy",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Mathematics/Applied Mathematics","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 108A","No","JavaScript/TypeScript, Python","NumPy, Pandas",0,"Company talks & Data talks, Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2024","Yes","Statistics & Data Science","","Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126, PSTAT 131, PSTAT 160A/160B","No","C/C++, Java, Python, R, SQL","NumPy, Pandas",0,"Career fair"
"Female","2028","No","Computer Science/Computer Engineering","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A","No","Java, JavaScript/TypeScript","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus)","No","C/C++, Java, Python","NumPy",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2028","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A","No","Java, JavaScript/TypeScript, Python, SQL","",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2026","No","Economics/Economics & Accounting, Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A","No","Python, R, SQL","NumPy",0,"Career fair, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2026","No","Mathematics/Applied Mathematics","stats","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 108A, Math 117, PSTAT 120A","Yes","Python","NumPy, Pandas",2,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2026","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126, PSTAT 160A/160B","No","C/C++, Python, R, SQL","NumPy",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2026","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126","No","Python, R, SQL","NumPy, Scikit-learn",1,"Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2026","No","Economics/Economics & Accounting, Statistics & Data Science","","CS 9, Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A","No","Python, R","NumPy, Pandas, SciPy",0,"Career fair, Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2026","No","Statistics & Data Science","Art and technology","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 108A, PSTAT 10, PSTAT 120A","Yes","Python, R, SQL","NumPy, PyTorch",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2027","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, PSTAT 10","No","C/C++, JavaScript/TypeScript, Python","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2026","Yes","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, PSTAT 10","No","Python","Pandas",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Computer Science/Computer Engineering","","","No","C/C++, Java, JavaScript/TypeScript, Python","NumPy, Pandas, Scikit-learn",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2026","Yes","Actuarial Science, Statistics & Data Science","","CS 9, CS 165A/165B, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A","No","C/C++, Java, Python, R","NumPy, Pandas",3,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2026","Yes","Statistics & Data Science","n/a","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A","No","C/C++, Python, R, SQL","Pandas",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2025","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126","No","Python, R, SQL","NumPy, Pandas, Scikit-learn, SciPy",0,"Career fair, Company talks & Data talks"
"Male","2026","Yes","Statistics & Data Science","None","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A","No","C/C++, Python","Pandas",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Physics","","Math 4A, PSTAT 10","No","C/C++, Java, Python","NumPy",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2027","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10","No","Python, R","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2026","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A, PSTAT 120B","No","Python","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups"
"Male","2027","No","Statistics & Data Science","starting take econ classes because I'm interested in the TMP program. ","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, PSTAT 10","No","","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.), I'm open to almost anything, just trying to expand my knowledge and personal connections. "
"Male","2026","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A, PSTAT 120B","Yes","Java, Python, R, SQL","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, PSTAT 10","No","JavaScript/TypeScript","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2027","No","Economics/Economics & Accounting, Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A, PSTAT 120B","No","Python, R, SQL","NumPy, Pandas",2,"Career fair, Company talks & Data talks, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2024","No","Computer Science/Computer Engineering","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A","No","C/C++, Java, JavaScript/TypeScript, Python, SQL","Pandas",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2027","No","Computer Science/Computer Engineering","Linguistics","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 120A","Yes","C/C++, Java, JavaScript/TypeScript, Python, SQL","",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2025","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126, PSTAT 131","Yes","Python, R, SQL","NumPy, Pandas, PyTorch, Scikit-learn, SciPy, Tensorflow",2,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2028","No","Statistics & Data Science","","Math 4A","No","Java","",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2028","No","Statistics & Data Science","","","No","C/C++, JavaScript/TypeScript","",2,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
